#HalfBakedOne Ship Names List       Version 1.00        Feb 22 2026        GREAT GAME,,,,,,,,,,
#Huge shoutout to Discord user MDHansen for their help debugging this file!,,,,,,,,,,
#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
6046,,Longhua,china,dd,,,,,,
6047,,Longtousi,china,dd,,,,,,
6048,,Luan,china,dd,,,,,,
6049,,Manshuiwan,china,dd,,,,,,
6050,,Mawangchang,china,dd,,,,,,
6051,,Nanping,china,dd,,,,,,
6052,,Niuheliang,china,dd,,,,,,
6053,,Niujiaotuo,china,dd,,,,,,
6054,,Chongqingbei,china,dd,,,,,,
6055,,Panjin,china,dd,,,,,,
6056,,Ping'an,china,dd,,,,,,
6057,,Pinggu,china,dd,,,,,,
6058,,Pingquan,china,dd,,,,,,
6059,,Qilong,china,dd,,,,,,
6060,,Ranjiaba,china,dd,,,,,,
6061,,Sanmenxia,china,dd,,,,,,
6062,,Shangyuanmen,china,dd,,,,,,
6063,,Shiziping,china,dd,,,,,,
6064,,Shuanglong,china,dd,,,,,,
6065,,Sigongli,china,dd,,,,,,
6066,,Tai'an,china,dd,,,,,,
6067,,Tangjiayuanzi,china,dd,,,,,,
6068,,Tangshan,china,dd,,,,,,
6069,,Jiangbei,china,dd,,,,,,
6070,,Tongjiayuanzi,china,dd,,,,,,
6071,,Tongyuanju,china,dd,,,,,,
6072,,Ürümqi,china,dd,,,,,,
6073,,Wugongli,china,dd,,,,,,
6074,,Wulidian,china,dd,,,,,,
6075,,Xiachengzi,china,dd,,,,,,
6076,,Xiejiawan,china,dd,,,,,,
6077,,Xingcheng,china,dd,,,,,,
6078,,Xinji,china,dd,,,,,,
6079,,Xinlitun,china,dd,,,,,,
6080,,Xinlong,china,dd,,,,,,
6081,,Xinmin,china,dd,,,,,,
6082,,Xinshancun,china,dd,,,,,,
6083,,Xuchang,china,dd,,,,,,
6084,,Xuetangwan,china,dd,,,,,,
6085,,Yangjiaping,china,dd,,,,,,
6086,,Yangquan,china,dd,,,,,,
6087,,Yichun,china,dd,,,,,,
6088,,Yuanjiagang,china,dd,,,,,,
6089,,Yuanyang,china,dd,,,,,,
6090,,Yudong,china,dd,,,,,,
6091,,Chongqing,china,dd,,,,,,
6092,,Yuhulu,china,dd,,,,,,
6093,,Zengjiayan,china,dd,,,,,,
6094,,Zhangye,china,dd,,,,,,
6095,,Zhengjiayuanzi,china,dd,,,,,,
6096,,Zhengzhou,china,dd,,,,,,
##,,,###,,,,,,,
6098,,São João Baptista,portugal,bb,,,,,,
6099,,São Paulo,portugal,bb,,,,,,
6100,,Águia,portugal,bb,,,,,,
6101,,Garça,portugal,bb,,,,,,
6102,,Cinco Chagas,portugal,bb,,,,,,
6103,,São Martinho,portugal,bb,,,,,,
6104,,São Mateus,portugal,bb,,,,,,
6105,,São Cristóvão,portugal,bb,,,,,,
6106,,São Filipe,portugal,bb,,,,,,
6107,,São Luís,portugal,bb,,,,,,
6108,,São Marcos,portugal,bb,,,,,,
6109,,Santiago,portugal,bb,,,,,,
6110,,São Bernardo,portugal,bb,,,,,,
6111,,São Tomé,portugal,bb,,,,,,
6112,,Santo Alberto,portugal,bb,,,,,,
6113,,Santo António,portugal,bb,,,,,,
6114,,Santo André,portugal,bb,,,,,,
6115,,Misericórdia,portugal,bb,,,,,,
6116,,São Simão,portugal,bb,,,,,,
6117,,São Pedro,portugal,bb,,,,,,
6118,,Bom Jesus,portugal,bb,,,,,,
6119,,Santa Teresa,portugal,bb,,,,,,
6120,,São Sebastião,portugal,bb,,,,,,
6121,,Sacramento,portugal,bb,,,,,,
6122,,São Pedro da Ribeira,portugal,bb,,,,,,
6123,,Padre Eterno,portugal,bb,,,,,,
6124,,Vasco da Gama,portugal,bb,,,,,,
6125,,Rainha Dona Amélia,portugal,bb,,,,,,
6126,,São Gabriel,portugal,bb,,,,,,
6127,,São Rafael,portugal,bb,,,,,,
6128,,Lisbon,portugal,bc,,,,,,
6129,,Rio de Janeiro ,portugal,bc,,,,,,
6130,,reconquista,portugal,bc,,,,,,
6131,,Algarve,portugal,bc,,,,,,
6132,,Ceuta,portugal,bc,,,,,,
6133,,Pernambuco,portugal,bc,,,,,,
6134,,Porto Seguro,portugal,bc,,,,,,
6135,,Tristan de Cunha,portugal,bc,,,,,,
6136,,St Helena,portugal,bc,,,,,,
6137,,San Jorge da Minha,portugal,bc,,,,,,
6138,,Cap Verde,portugal,bc,,,,,,
6139,,Azores,portugal,bc,,,,,,
6140,,Matatane,portugal,bc,,,,,,
6141,,Sofala,portugal,bc,,,,,,
6142,,Sena,portugal,bc,,,,,,
6143,,Mozambique,portugal,bc,,,,,,
6144,,Mombasa,portugal,bc,,,,,,
6145,,Malindi,portugal,bc,,,,,,
6146,,Brava,portugal,bc,,,,,,
6147,,Colombo,portugal,bc,,,,,,
6148,,Ternate,portugal,bc,,,,,,
6149,,Massova,portugal,bc,,,,,,
6150,,Goa,portugal,bc,,,,,,
6151,,Aveiro,portugal,bc,,,,,,
6152,,Beja,portugal,bc,,,,,,
6153,,Braga,portugal,bc,,,,,,
6154,,Bragança,portugal,bc,,,,,,
6155,,Castelo Branco,portugal,bc,,,,,,
6156,,Coimbra,portugal,bc,,,,,,
6157,,Évora,portugal,bc,,,,,,
6158,,Faro,portugal,ca,,,,,,
6159,,Guarda,portugal,ca,,,,,,
6160,,Leiria,portugal,ca,,,,,,
6161,,Portalegre,portugal,ca,,,,,,
6162,,Porto,portugal,ca,,,,,,
6163,,Santarém,portugal,ca,,,,,,
6164,,Imperio,portugal,ca,,,,,,
6165,,Lisboa,portugal,ca,,,,,,
6166,,Timor,portugal,ca,,,,,,
6167,,Goa,portugal,ca,,,,,,
6168,,Macau,portugal,ca,,,,,,
6169,,Moçambique,portugal,ca,,,,,,
6170,,Angola,portugal,ca,,,,,,
6171,,Guiné Bissau,portugal,ca,,,,,,
6172,,Açores,portugal,ca,,,,,,
6173,,Madeira,portugal,ca,,,,,,
6174,,Afonso Albuquerque,portugal,ca,,,,,,
6175,,Dom Carlos I ,portugal,ca,,,,,,
6176,,Pedro Alvares Cabral,portugal,ca,,,,,,
6177,,Gil Eanes,portugal,ca,,,,,,
6178,,Bartolomeu Dias,portugal,ca,,,,,,
6179,,Fernão de Magalhães,portugal,ca,,,,,,
6180,,Diogo Cão,portugal,ca,,,,,,
6181,,Tristão Vaz Teixeira,portugal,ca,,,,,,
6182,,Gaspar Corte Real,portugal,ca,,,,,,
6183,,Sagres,portugal,ca,,,,,,
6184,,Infante D. Henrique,portugal,ca,,,,,,
6185,,Adamastor,portugal,ca,,,,,,
6186,,Luanda,portugal,ca,,,,,,
6187,,Duque da Terceira,portugal,ca,,,,,,
6188,,Duque de Palmela,portugal,ca,,,,,,
6189,,Carlos I,portugal,ca,,,,,,
6190,,Manuel II,portugal,ca,,,,,,
6191,,Princesa da Beira,portugal,ca,,,,,,
6192,,Calipso,portugal,ca,,,,,,
6193,,Real Voador,portugal,ca,,,,,,
6194,,Botafogo,portugal,ca,,,,,,
6195,,Flor do mar,portugal,ca,,,,,,
6196,,Esmeralda,portugal,ca,,,,,,
6197,,Estefânia,portugal,ca,,,,,,
6198,,Setúbal,portugal,cl,,,,,,
6199,,Viana do Castelo,portugal,cl,,,,,,
6200,,Vila Real,portugal,cl,,,,,,
6201,,Angra do Heroísmo,portugal,cl,,,,,,
6202,,Horta,portugal,cl,,,,,,
6203,,Ponta Delgada,portugal,cl,,,,,,
6204,,Funchal,portugal,cl,,,,,,
6205,,Lamego,portugal,cl,,,,,,
6206,,Corte-Real,portugal,cl,,,,,,
6207,,Dom Francisco de Almeida,portugal,cl,,,,,,
6208,,António Enes,portugal,cl,,,,,,
6209,,João Roby,portugal,cl,,,,,,
6210,,Figueira da Foz ,portugal,cl,,,,,,
6211,,Sines,portugal,cl,,,,,,
6212,,Tejo,portugal,cl,,,,,,
6213,,Douro,portugal,cl,,,,,,
6214,,Mondego,portugal,cl,,,,,,
6215,,Guadiana,portugal,cl,,,,,,
6216,,Zaire,portugal,cl,,,,,,
6217,,Argos,portugal,cl,,,,,,
6218,,Dragão,portugal,cl,,,,,,
6219,,Escorpião,portugal,cl,,,,,,
6220,,Cassiopeia,portugal,cl,,,,,,
6221,,Hidra,portugal,cl,,,,,,
6222,,Centauro,portugal,cl,,,,,,
6223,,Oríon,portugal,cl,,,,,,
6224,,Pégaso,portugal,cl,,,,,,
6225,,Sagitário,portugal,cl,,,,,,
6226,,Rio Minho,portugal,cl,,,,,,
6227,,Almirante Gago Coutinho,portugal,cl,,,,,,
6228,,Andrómeda,portugal,cl,,,,,,
6229,,Auriga,portugal,cl,,,,,,
6230,,Creoula,portugal,cl,,,,,,
6231,,Carvalho Araújo,portugal,cl,,,,,,
6232,,República,portugal,cl,,,,,,
6233,,Gonçalo Velho,portugal,cl,,,,,,
6234,,Gonçalves Zarco,portugal,cl,,,,,,
6235,,Afonso de Albuquerque,portugal,cl,,,,,,
6236,,Pedro Nunes,portugal,cl,,,,,,
6237,,João de Lisboa,portugal,cl,,,,,,
6238,,Bengo,portugal,dd,,,,,,
6239,,Almeida Carvalho,portugal,dd,,,,,,
6240,,Cacheu,portugal,dd,,,,,,
6241,,João Coutinho,portugal,dd,,,,,,
6242,,Jacinto Cândido,portugal,dd,,,,,,
6243,,General Pereira d'Eça,portugal,dd,,,,,,
6244,,Augusto Castilho,portugal,dd,,,,,,
6245,,Honório Barreto,portugal,dd,,,,,,
6246,,Baptista de Andrade,portugal,dd,,,,,,
6247,,Afonso Cerqueira,portugal,dd,,,,,,
6248,,Oliveira e Carmo,portugal,dd,,,,,,
6249,,Liz,portugal,dd,,,,,,
6250,,Tamega,portugal,dd,,,,,,
6251,,Vouga,portugal,dd,,,,,,
6252,,Lima,portugal,dd,,,,,,
6253,,Albufeira,portugal,dd,,,,,,
6254,,Dão,portugal,dd,,,,,,
6255,,Nuno Tristão,portugal,dd,,,,,,
6256,,Diogo Gomes,portugal,dd,,,,,,
6257,,Pêro Escobar,portugal,dd,,,,,,
6258,,Pacheco Pereira,portugal,dd,,,,,,
6259,,Dom Francisco de Almeida,portugal,dd,,,,,,
6260,,Almirante Pereira da Silva,portugal,dd,,,,,,
6261,,Almirante Magalhães Correia,portugal,dd,,,,,,
6262,,Comandante João Belo,portugal,dd,,,,,,
6263,,Comandante Roberto Ivens,portugal,dd,,,,,,
6264,,Comandante Hermenegildo Capelo,portugal,dd,,,,,,
6265,,Comandante Sacadura Cabral,portugal,dd,,,,,,
6266,,Cacine ,portugal,dd,,,,,,
6267,,Cunene,portugal,dd,,,,,,
6268,,Mandovi,portugal,dd,,,,,,
6269,,Rovuma,portugal,dd,,,,,,
6270,,Cuanza,portugal,dd,,,,,,
6271,,Geba,portugal,dd,,,,,,
6272,,Zambeze,portugal,dd,,,,,,
6273,,Limpopo,portugal,dd,,,,,,
6274,,Save,portugal,dd,,,,,,
6275,,Pátria,portugal,dd,,,,,,
6276,,Espadarte,portugal,dd,,,,,,
6277,,Foca,portugal,dd,,,,,,
6278,,Golfinho,portugal,dd,,,,,,
6279,,Delfim,portugal,dd,,,,,,
6280,,Narval,portugal,dd,,,,,,
6281,,Nautilo,portugal,dd,,,,,,
6282,,Neptuno,portugal,dd,,,,,,
6283,,Albacora,portugal,dd,,,,,,
6284,,Barracuda,portugal,dd,,,,,,
6285,,Cachalote,portugal,dd,,,,,,
6286,,Arpão,portugal,dd,,,,,,
6287,,Tridente,portugal,dd,,,,,,
6288,,Sado,portugal,dd,,,,,,
6289,,Cávado,portugal,dd,,,,,,
6290,,Zêzere,portugal,dd,,,,,,
6291,,Flor de la mar ,portugal,dd,,,,,,
6292,,Esmeralda ,portugal,dd,,,,,,
6293,,Lobo Soares,portugal,dd,,,,,,
6294,,Relíquias,portugal,dd,,,,,,
6295,,Santo Amaro,portugal,dd,,,,,,
6296,,São Carlos,portugal,dd,,,,,,
6297,,Santa Isabel,portugal,dd,,,,,,
6298,,Santa Luzia,portugal,dd,,,,,,
6299,,Assunção,portugal,dd,,,,,,
6300,,Pérola,portugal,dd,,,,,,
6301,,Tritão,portugal,dd,,,,,,
6302,,Rainha de Portugal,portugal,dd,,,,,,
6303,,Medusa,portugal,dd,,,,,,
6304,,Belém,portugal,dd,,,,,,
6305,,Príncipe Regente Terese,portugal,dd,,,,,,
6306,,Active,portugal,dd,,,,,,
6307,,Princesa de Abiena,portugal,dd,,,,,,
6308,,Andorinha,portugal,dd,,,,,,
6309,,Vénus,portugal,dd,,,,,,
6310,,Ulisses,portugal,dd,,,,,,
6311,,Real Fonsor,portugal,dd,,,,,,
6312,,BoaVentura,portugal,dd,,,,,,
6313,,Serpente,portugal,dd,,,,,,
6314,,Diligente,portugal,dd,,,,,,
6315,,Gaivota,portugal,dd,,,,,,
6316,,Real Fonza,portugal,dd,,,,,,
6317,,Fereta,portugal,dd,,,,,,
6318,,Benjamim,portugal,dd,,,,,,
6319,,Garra,portugal,dd,,,,,,
6320,,Sirene,portugal,dd,,,,,,
6321,,Escudo,portugal,dd,,,,,,
6322,,Rastreamento,portugal,dd,,,,,,
6323,,Panane,portugal,dd,,,,,,
6324,,Montevideo,portugal,dd,,,,,,
6325,,Resoluta,portugal,dd,,,,,,
6326,,Hábil,portugal,dd,,,,,,
6327,,Hábil,portugal,dd,,,,,,
6328,,Aquiles,portugal,dd,,,,,,
6329,,Amedrontar,portugal,dd,,,,,,
6330,,Incansável,portugal,dd,,,,,,
6331,,Afiada,portugal,dd,,,,,,
6332,,Atenta,portugal,dd,,,,,,
6333,,Caniçal ,portugal,dd,,,,,,
6334,,Praia da Vitória,portugal,dd,,,,,,
6335,,Protetora,portugal,dd,,,,,,
6336,,Defesa,portugal,dd,,,,,,
6337,,Baluarte,portugal,dd,,,,,,
##,,,###,,,,,,,
6584,,Evertsen,netherlands,bb,,,,,,
6585,,Piet Hein,netherlands,bb,,,,,,
6586,,Kortenaer,netherlands,bb,,,,,,
6587,,Koningin Regentes,netherlands,bb,,,,,,
6588,,De Ruyter,netherlands,bb,,,,,,
6589,,Hertog Hendrik,netherlands,bb,,,,,,
6590,,Marten Harpertszoon Tromp,netherlands,bb,,,,,,
6591,,Jacob van Heemskerck,netherlands,bb,,,,,,
6592,,Soerabaja,netherlands,bb,,,,,,
6593,,Buffel,netherlands,bb,,,,,,
6594,,De Zeven Provinciën,netherlands,bb,,,,,,
6595,,Admiraal Tjerk Hiddes De Vries,netherlands,bb,,,,,,
6596,,Aemilia,netherlands,bb,,,,,,
6597,,Batavier,netherlands,bb,,,,,,
6598,,Beschermer,netherlands,bb,,,,,,
6599,,Brederode,netherlands,bb,,,,,,
6600,,Delft,netherlands,bb,,,,,,
6601,,Eendracht,netherlands,bb,,,,,,
6602,,Gelijkheid,netherlands,bb,,,,,,
6603,,Gouden Leeuw,netherlands,bb,,,,,,
6604,,Hercules,netherlands,bb,,,,,,
6605,,Staaten Generaal,netherlands,bb,,,,,,
6606,,Vrijheid,netherlands,bb,,,,,,
6607,,Wassenaar,netherlands,bb,,,,,,
6608,,Willem de Eerste,netherlands,bb,,,,,,
6609,,Zwanenburg,netherlands,bb,,,,,,
6610,,Oudshoorn,netherlands,bb,,,,,,
6611,,Luipaard,netherlands,bb,,,,,,
6612,,Nairana,netherlands,bb,,,,,,
6613,,Karel Doorman,netherlands,bb,,,,,,
6614,,Guinea,netherlands,bc,,,,,,
6615,,Krokodil,netherlands,bc,,,,,,
6616,,Heiligerlee,netherlands,bc,,,,,,
6617,,Tijger,netherlands,bc,,,,,,
6618,,Bloedhond,netherlands,bc,,,,,,
6619,,Cerberus,netherlands,bc,,,,,,
6620,,Hyena,netherlands,bc,,,,,,
6621,,Adder,netherlands,bc,,,,,,
6622,,Haai,netherlands,bc,,,,,,
6623,,Wesp,netherlands,bc,,,,,,
6624,,Draak,netherlands,bc,,,,,,
6625,,Matador,netherlands,bc,,,,,,
6626,,Reinier Claeszen,netherlands,bc,,,,,,
6627,,Sumatra,netherlands,bc,,,,,,
6628,,Koningin Wilhelmina der Nederlanden,netherlands,bc,,,,,,
6629,,Zeeland,netherlands,bc,,,,,,
6630,,Friesland,netherlands,bc,,,,,,
6631,,Gelderland,netherlands,bc,,,,,,
6632,,Noordbrabant,netherlands,bc,,,,,,
6633,,Utrecht,netherlands,bc,,,,,,
6634,,Java,netherlands,bc,,,,,,
6635,,Celebes,netherlands,bc,,,,,,
6636,,Maagd van Dordrecht,netherlands,bc,,,,,,
6637,,Eenhoorn,netherlands,bc,,,,,,
6638,,Stad Medemblik,netherlands,bc,,,,,,
6639,,Middelburg,netherlands,bc,,,,,,
6640,,Frederik Hendrik,netherlands,bc,,,,,,
6641,,Zutphen,netherlands,bc,,,,,,
6642,,Bommel,netherlands,bc,,,,,,
6643,,Breda,netherlands,bc,,,,,,
6644,,Vergulde Zon,netherlands,ca,,,,,,
6645,,Edam,netherlands,ca,,,,,,
6646,,Groningen,netherlands,ca,,,,,,
6647,,Goes,netherlands,ca,,,,,,
6648,,Graaf Willem,netherlands,ca,,,,,,
6649,,Prinses Roijaal,netherlands,ca,,,,,,
6650,,Prinses Roijaal Maria,netherlands,ca,,,,,,
6651,,Gewapende Ruyter,netherlands,ca,,,,,,
6652,,Maan,netherlands,ca,,,,,,
6653,,Verenigde Provinciën,netherlands,ca,,,,,,
6654,,Vlissingen,netherlands,ca,,,,,,
6655,,Leeuwarden,netherlands,ca,,,,,,
6656,,Holland,netherlands,ca,,,,,,
6657,,Rotterdam,netherlands,ca,,,,,,
6658,,Alkmaar,netherlands,ca,,,,,,
6659,,Noordzee,netherlands,ca,,,,,,
6660,,Noorderhaaks,netherlands,ca,,,,,,
6661,,Linge,netherlands,ca,,,,,,
6662,,Breezand,netherlands,ca,,,,,,
6663,,Pontianak,netherlands,ca,,,,,,
6664,,Riouw,netherlands,ca,,,,,,
6665,,Batavia ,netherlands,ca,,,,,,
6666,,Samarang,netherlands,ca,,,,,,
6667,,Makassar,netherlands,ca,,,,,,
6668,,Haarlemmermeer,netherlands,ca,,,,,,
6669,,Hector,netherlands,ca,,,,,,
6670,,Soembing,netherlands,ca,,,,,,
6671,,Soestdijk,netherlands,ca,,,,,,
6672,,Vulkaan,netherlands,ca,,,,,,
6673,,Van Amstel,netherlands,ca,,,,,,
6674,,Van Ewijk,netherlands,ca,,,,,,
6675,,Van Zijll,netherlands,ca,,,,,,
6676,,De Zeeuw,netherlands,ca,,,,,,
6677,,De Bitter,netherlands,ca,,,,,,
6678,,Soemba,netherlands,ca,,,,,,
6679,,Lynx,netherlands,ca,,,,,,
6680,,Sperwer,netherlands,ca,,,,,,
6681,,Thor,netherlands,ca,,,,,,
6682,,Schorpioen,netherlands,ca,,,,,,
6683,,Stier,netherlands,ca,,,,,,
6684,,Prinses Louijsa,netherlands,cl,,,,,,
6685,,Groot Hollandia,netherlands,cl,,,,,,
6686,,Jaarsveld,netherlands,cl,,,,,,
6687,,Vrede,netherlands,cl,,,,,,
6688,,Huis van Nassau,netherlands,cl,,,,,,
6689,,Groenwald,netherlands,cl,,,,,,
6690,,Prins Hendrik,netherlands,cl,,,,,,
6691,,Westergo,netherlands,cl,,,,,,
6692,,Stad en Lande,netherlands,cl,,,,,,
6693,,Elf Steden,netherlands,cl,,,,,,
6694,,Wapen van Holland,netherlands,cl,,,,,,
6695,,Dordrecht,netherlands,cl,,,,,,
6696,,Ter Veere,netherlands,cl,,,,,,
6697,,Zierikzee,netherlands,cl,,,,,,
6698,,Amsterdam,netherlands,cl,,,,,,
6699,,Burcht van Leiden,netherlands,cl,,,,,,
6700,,Landman,netherlands,cl,,,,,,
6701,,Maarseveen,netherlands,cl,,,,,,
6702,,Oosterwijk,netherlands,cl,,,,,,
6703,,Stavoren,netherlands,cl,,,,,,
6704,,Zuiderhuis,netherlands,cl,,,,,,
6705,,Dom van Utrecht,netherlands,cl,,,,,,
6706,,uis te Kruiningen,netherlands,cl,,,,,,
6707,,Huis te Zwieten,netherlands,cl,,,,,,
6708,,Prins Willem,netherlands,cl,,,,,,
6709,,Doesburg,netherlands,cl,,,,,,
6710,,Duivervoorde,netherlands,cl,,,,,,
6711,,Klein Hollandia,netherlands,cl,,,,,,
6712,,Prins te Paard,netherlands,cl,,,,,,
6713,,Caleb,netherlands,cl,,,,,,
6714,,Hollandsche Tuin,netherlands,cl,,,,,,
6715,,Wapen van Nassau,netherlands,cl,,,,,,
6716,,Drie Helden Davids,netherlands,cl,,,,,,
6717,,Omlandia,netherlands,cl,,,,,,
6718,,Tijdverdrijf,netherlands,cl,,,,,,
6719,,Stad Gouda,netherlands,cl,,,,,,
6720,,Jupiter,netherlands,cl,,,,,,
6721,,Klein Frisia,netherlands,cl,,,,,,
6722,,Brielle,netherlands,cl,,,,,,
6723,,Louisa Hendrika,netherlands,cl,,,,,,
6724,,Walrus,netherlands,dd,,,,,,
6725,,Zeeleeuw,netherlands,dd,,,,,,
6726,,Dolfijn,netherlands,dd,,,,,,
6727,,Bruinvis,netherlands,dd,,,,,,
6728,,Willem van der Zaan,netherlands,dd,,,,,,
6729,,Mercurius,netherlands,dd,,,,,,
6730,,Abraham van der Hulst,netherlands,dd,,,,,,
6731,,Van Nes,netherlands,dd,,,,,,
6732,,Van Galen,netherlands,dd,,,,,,
6733,,Van Speijk,netherlands,dd,,,,,,
6734,,Den Helder,netherlands,dd,,,,,,
6735,,Johan de Witt,netherlands,dd,,,,,,
6736,,Delfzijl,netherlands,dd,,,,,,
6737,,Harlingen,netherlands,dd,,,,,,
6738,,Scheveningen,netherlands,dd,,,,,,
6739,,Maassluis,netherlands,dd,,,,,,
6740,,Makkum,netherlands,dd,,,,,,
6741,,Hellevoetsluis,netherlands,dd,,,,,,
6742,,Schiedam,netherlands,dd,,,,,,
6743,,Urk,netherlands,dd,,,,,,
6744,,Vlaardingen,netherlands,dd,,,,,,
6745,,Willemstad,netherlands,dd,,,,,,
6746,,Pelikaan ,netherlands,dd,,,,,,
6747,,Argus,netherlands,dd,,,,,,
6748,,Nautilus,netherlands,dd,,,,,,
6749,,Hydra,netherlands,dd,,,,,,
6750,,Snellius,netherlands,dd,,,,,,
6751,,Luymes,netherlands,dd,,,,,,
6752,,Zuiderhaaks,netherlands,dd,,,,,,
6753,,Waddenzee,netherlands,dd,,,,,,
6754,,Zuiderzee,netherlands,dd,,,,,,
6755,,Regge,netherlands,dd,,,,,,
6756,,Hunze,netherlands,dd,,,,,,
6757,,Gouwe,netherlands,dd,,,,,,
6758,,Balgzand,netherlands,dd,,,,,,
6759,,Schelde,netherlands,dd,,,,,,
6760,,Wierbalg,netherlands,dd,,,,,,
6761,,Malzwin,netherlands,dd,,,,,,
6762,,Zuidwal,netherlands,dd,,,,,,
6763,,Westwal,netherlands,dd,,,,,,
6764,,Bolder,netherlands,dd,,,,,,
6765,,Beting,netherlands,dd,,,,,,
6766,,Bakspier,netherlands,dd,,,,,,
6767,,Trica,netherlands,dd,,,,,,
6768,,Plyca,netherlands,dd,,,,,,
6769,,Visarend,netherlands,dd,,,,,,
6770,,Zeearend,netherlands,dd,,,,,,
6771,,Jaguar,netherlands,dd,,,,,,
6772,,Panter,netherlands,dd,,,,,,
6773,,Poema,netherlands,dd,,,,,,
6774,,koningin Potema,netherlands,dd,,,,,,
6775,,Arie Visser,netherlands,dd,,,,,,
6776,,Zeemanshoop,netherlands,dd,,,,,,
6777,,Koopmansdank,netherlands,dd,,,,,,
6778,,Anna Margaretha,netherlands,dd,,,,,,
6779,,Jeanine Parqui,netherlands,dd,,,,,,
6780,,Antoinette,netherlands,dd,,,,,,
6781,,Jan van Engelenburg,netherlands,dd,,,,,,
6782,,Graaf van Bylandt,netherlands,dd,,,,,,
6783,,Jan en Titia Visser,netherlands,dd,,,,,,
6784,,Orka,netherlands,dd,,,,,,
6785,,Zwaardvis,netherlands,dd,,,,,,
6786,,Barracuda,netherlands,dd,,,,,,
6787,,Tijgerhaai,netherlands,dd,,,,,,
6788,,IJmuiden,netherlands,dd,,,,,,
6789,,Alliantie,netherlands,dd,,,,,,
6790,,Amalia,netherlands,dd,,,,,,
6791,,Amazone,netherlands,dd,,,,,,
6792,,Ambuscade,netherlands,dd,,,,,,
6793,,Amphitrite,netherlands,dd,,,,,,
6794,,Argo,netherlands,dd,,,,,,
6795,,Beken Vliet,netherlands,dd,,,,,,
6796,,Burgvlied,netherlands,dd,,,,,,
6797,,Furie,netherlands,dd,,,,,,
6798,,Gorinchem,netherlands,dd,,,,,,
6799,,Gouderak,netherlands,dd,,,,,,
6800,,Hilverbeek,netherlands,dd,,,,,,
6801,,Hof St Jans Kerke,netherlands,dd,,,,,,
6802,,Prinses Marie,netherlands,dd,,,,,,
6803,,Leyderdorp,netherlands,dd,,,,,,
6804,,Maarsen,netherlands,dd,,,,,,
6805,,Meervlied,netherlands,dd,,,,,,
6806,,Noordwijk,netherlands,dd,,,,,,
6807,,Oud Teilingen,netherlands,dd,,,,,,
6808,,Pallas,netherlands,dd,,,,,,
6809,,Prinses Frederika Louise Wilhelmina,netherlands,dd,,,,,,
6810,,Prins Friso,netherlands,dd,,,,,,
6811,,Rossum,netherlands,dd,,,,,,
6812,,Statenland,netherlands,dd,,,,,,
6813,,Thulen,netherlands,dd,,,,,,
6814,,Wageningen,netherlands,dd,,,,,,
6815,,Westerdijkshorn,netherlands,dd,,,,,,
6816,,Vredenhof,netherlands,dd,,,,,,
6817,,Zeerijp,netherlands,dd,,,,,,
6818,,Vogelstruis,netherlands,dd,,,,,,
6819,,Witte Lam,netherlands,dd,,,,,,
6820,,Groote Liefde,netherlands,dd,,,,,,
6821,,Pacificatie,netherlands,dd,,,,,,
6822,,Olifant,netherlands,dd,,,,,,
6823,,Voorzichtigheid,netherlands,dd,,,,,,
6824,,Geloof,netherlands,dd,,,,,,
##,,,###,,,,,,,
7621,,Adrias,greece,bb,,,,,,
7622,,Aetos,greece,bb,,,,,,
7623,,Aigaion,greece,bb,,,,,,
7624,,Aliakmon,greece,bb,,,,,,
7625,,Apostolis,greece,bb,,,,,,
7626,,Aspis,greece,bb,,,,,,
7627,,Chios,greece,bb,,,,,,
7628,,Doxa,greece,bb,,,,,,
7629,,Elli,greece,bb,,,,,,
7630,,Hydra,greece,bb,,,,,,
7631,,Ierax,greece,bb,,,,,,
7632,,Kanaris,greece,bb,,,,,,
7633,,Katsonis,greece,bb,,,,,,
7634,,Kimon,greece,bb,,,,,,
7635,,Kos,greece,bb,,,,,,
7636,,Kountouriotis,greece,bb,,,,,,
7637,,Kriezis,greece,bb,,,,,,
7638,,Kriti,greece,bb,,,,,,
7639,,Lemnos,greece,bb,,,,,,
7640,,Leon,greece,bb,,,,,,
7641,,Lonchi,greece,bb,,,,,,
7642,,Lesvos,greece,bb,,,,,,
7643,,Miaoulis,greece,bb,,,,,,
7644,,Nafkratousa,greece,bb,,,,,,
7645,,Navarinon,greece,bb,,,,,,
7646,,Nearchos,greece,bb,,,,,,
7647,,Niki,greece,bb,,,,,,
7648,,Panthir,greece,bb,,,,,,
7649,,Papanikolis,greece,bb,,,,,,
7650,,Pineios,greece,bb,,,,,,
7651,,Poseidon,greece,bb,,,,,,
7652,,Psara,greece,bb,,,,,,
7653,,Rodos,greece,bb,,,,,,
7654,,Sachtouris,greece,bb,,,,,,
7655,,Salamis,greece,bb,,,,,,
7656,,Samos,greece,bb,,,,,,
7657,,Sfendoni,greece,bb,,,,,,
7658,,Spetsai,greece,bb,,,,,,
7659,,Themistoklis,greece,bb,,,,,,
7660,,Thyella,greece,bb,,,,,,
7661,,Tombazis,greece,bc,,,,,,
7662,,Vasilefs Georgios,greece,bc,,,,,,
